id,policy_start_date,policy_end_date,sum_insured,construction_description,year_built,num_stories,square_foot_area,oed_construction_code
413799961,18/08/2023,17/08/2024,4672451,masonry,1909,1,63483,5100
121069513,28/05/2023,27/05/2024,514262,joisted masonry,2008,1,4466,5108
208348888,05/01/2024,01/05/2025,3691977,reinforced masonry - stucco cladding and flat roof,2015,1,17453,5105
707223395,20/08/2023,19/08/2024,1097085,masonry,1987,1,11905,5100
290490226,27/12/2023,26/12/2024,385494,light metal steel frame - lightweight metal roofing,2020,1,1602,5201
797500889,26/11/2022,26/11/2023,1159652,light gauge steel frame,1988,2,8073,5201
651115998,10/10/2023,09/10/2024,2620317,masonry,2017,1,16997,5100
853898338,03/07/2023,06/03/2024,3521110,joisted masonry,2006,1,18083,5108
133786231,04/09/2023,08/04/2024,2036474,light metal steel frame -corrugated roofing,2007,1,3979,5201
386240715,22/11/2023,21/11/2024,734795,joisted masonry,2017,1,9828,5108
529551566,02/03/2024,02/02/2025,2410653,reinforced masonry - stucco cladding and flat roof with parapets,2016,1,13332,5105
151325963,14/11/2023,13/11/2024,4069618,reinforced masonry - brick veneer cladding and flat roof without parapets,2015,1,27045,5105
37006136,15/10/2023,14/10/2024,3686722,wood frame 2x4 w/ wood bracing,2011,1,46520,5050
246822403,07/06/2023,05/07/2024,2150816,reinforced masonry - stucco cladding and flat roof,1977,2,16109,5105
842603877,27/06/2023,26/06/2024,1212868,reinforced masonry - stucco cladding and flat roof parapets,1966,1,9799,5105
729278489,20/01/2023,20/01/2024,1285006,reinforced masonry w/ reinforced brick masonry,2012,1,9841,5105
946498459,08/08/2023,07/08/2024,1419878,reinforced  masonry - concrete block cladding and flat roof without parapets,2005,1,7833,5105
117296185,26/12/2023,25/12/2024,671106,reinforced masonry and wood frmed flt roof without parapets,2001,1,9753,5105
942740061,11/02/2023,01/11/2024,1633657,light gauge steel frame,2014,1,15246,5201
16182890,20/05/2023,19/05/2024,1269489,reinforced masonry - stucco cladding and flat roof with parapets,1987,1,3532,5105
181810248,18/09/2023,17/09/2024,4070575,reinforced masonry,2011,2,36745,5105
251731023,25/06/2023,24/06/2024,3536048,reinforced masonry - stucco cladding and flat roof,2019,1,21150,5105
575701097,22/07/2023,21/07/2024,1046879,wood  frame -2x6,2009,1,2960,5050
555782860,24/07/2023,23/07/2024,2130409,reinforced masonry,2001,1,10107,5105
344010548,31/03/2023,30/03/2024,6034995,masonry,2016,1,30651,5100
224808576,16/06/2023,15/06/2024,2353057,light metal steel frame - lightweight roofing,1980,1,7974,5201
207488120,16/04/2023,15/04/2024,1875888,reinforced masonry - stucco cladding and gable roof with slope less than or equal to 30 degrees,2016,1,5841,5105
289064438,14/05/2023,13/05/2024,321878,masonry,1999,1,1455,5100
4684114,24/05/2023,23/05/2024,638143,light metal steel frame - lightweight metal roofing,2020,1,2118,5201
792879969,15/08/2023,14/08/2024,1614190,reinforced masonry - stucco cladding and flat roof,2019,1,8758,5105
296450127,15/06/2023,14/06/2024,860783,wood  frame - stucco cladding and flat roof without parapets,1994,1,7494,5050
448033205,22/04/2023,21/04/2024,1725989,reinforced masonry and wood frmed flt rof without parapets,2007,1,5761,5105
718814121,05/04/2023,03/05/2024,669010,light metal steel,1997,1,3898,5201
979137105,20/09/2023,19/09/2024,3689069,light metal steel frame ,2015,2,24033,5201
519178806,14/08/2023,13/08/2024,437098,reinforced masonry,1960,2,4773,5105
843716383,25/05/2023,24/05/2024,2702257,reinforced masonry & flat roof,2016,1,23392,5105
444254216,31/12/2022,31/12/2023,1377385,joisted masonry,2020,1,4301,5108
889832044,18/02/2024,17/02/2025,679858,wood frame - stucco cladding  & braced gable roof,2015,1,4709,5050
174342059,17/02/2023,17/02/2024,2316533,masonry,2012,2,11001,5100
919000224,20/07/2023,19/07/2024,904323,light metal,2004,2,6262,5201
222477683,07/04/2023,03/07/2024,1658570,wood frame,2002,1,5332,5050
729889310,13/12/2022,13/12/2023,3029104,light gauge steel frame,2020,2,20891,5201
424265861,17/09/2023,16/09/2024,3039672,wood frame and flat roof with parapets,1996,3,16733,5050
645973737,24/11/2023,23/11/2024,2253909,joisted masonry,1994,4,52133,5108
850188000,04/07/2023,06/04/2024,415286,light metal steel,2007,2,2432,5201
951494141,14/04/2023,13/04/2024,2840328,joisted masonry,1978,3,25279,5108
580466660,17/05/2023,16/05/2024,613294,wood frame 2x4 w/ wood bracing,2016,1,6281,5050
130211075,04/09/2023,08/04/2024,1316527,reinforced masonry wood frame rooof,2012,1,5126,5105
782421679,26/10/2023,25/10/2024,2751512,reinforced masonry - stucco cladding and flat roof without parapets,1999,2,11370,5105
568634698,31/12/2022,31/12/2023,1009858,missing,2015,1,10981,5000
465029079,18/08/2023,17/08/2024,306652,reinforced masonry w/ reinforced brick masonry,2015,1,1994,5105
976777685,18/03/2023,17/03/2024,2652429,light gauge steel frame,2013,1,2060,5201
654551711,16/11/2023,15/11/2024,3250127,reinforced masonry - stucco cladding and flat roof with parapets,2013,1,7828,5105
159181263,22/09/2023,21/09/2024,581515,light gauge steel frame,1983,1,12860,5201
369753042,16/04/2023,15/04/2024,2237397,reinforced masonry - stucco cladding and flat roof with parapets,2009,1,14900,5105
540938382,07/05/2023,04/07/2024,2309795,reinforced masonry - stucco cladding and flat roof with parapets,2012,2,11562,5105
111553710,07/10/2023,09/07/2024,1330218,unknown,2020,1,5521,5000
400668570,11/11/2023,10/11/2024,970125,wood  frame - brick cladding and gable roof with slope greater than 30 degrees,2001,1,2122,5050
513573416,22/10/2023,21/10/2024,1470440,reinforced masonry - stucco cladding and flat roof,2010,1,15455,5105
135172626,05/11/2023,10/05/2024,874641,joisted masonry,2010,1,1653,5108
383595993,22/01/2024,21/01/2025,631456,reinforced masonry,2018,1,1592,5105
173764686,09/10/2023,09/09/2024,1444963,light gauge steel frame,2010,1,22678,5201
625000381,13/12/2023,12/12/2024,890037,reinforced masonry and wood framed flat roof without parapets,1952,1,11594,5105
290796356,16/01/2024,15/01/2025,700054,reinforced masonry - stucco cladding and flat roof without parapets,2006,1,7204,5105
747404937,29/12/2022,29/12/2023,1993303,wood frame - vinyl cladding and hip roof with slope less than or equal to 30 degrees,2006,3,9294,5050
170535036,03/08/2023,07/03/2024,1382073,reinforced masonry,2006,1,12869,5105
650716327,12/01/2023,30/11/2024,1304269,masonry -joisted masonry,1999,1,3652,5108
211441523,05/10/2023,09/05/2024,5475618,wood frame (2x4 inch wood),1993,1,36324,5050
355580639,01/02/2023,02/01/2024,646053,light metal steel frame - lightweight metal roofing,2009,1,2146,5201
653547318,19/09/2023,18/09/2024,749312,masonry,2016,1,4814,5100
931490831,23/10/2023,22/10/2024,655326,reinforced masonry - stucco cladding and flat roof with parapets,2019,1,8052,5105
845761952,29/10/2023,28/10/2024,2415765,reinforced masonry - stucco cladding and flat roof without parapets,2009,1,19153,5105
690986142,08/01/2024,01/08/2025,947692,reinforced masonry and flat roof with parapet,2014,1,23262,5105
631334919,15/02/2023,15/02/2024,601089,joisted masonry,2019,1,1365,5108
191398524,18/03/2023,17/03/2024,1924396,reinforced masonry - stucco cladding and braced gable roof with slope less than or equal to 30,1976,1,19250,5105
542927283,20/10/2023,19/10/2024,2762139,masonry,2004,1,10149,5100
262971486,09/02/2024,02/09/2025,1315061,reinforced masonry wood frame rooof,2000,1,9505,5105
333651229,29/08/2023,28/08/2024,856571,wood frame 2x4 w/ wood bracing,2001,1,9248,5050
470110295,07/05/2023,04/07/2024,746781,joisted masonry,2017,1,4830,5108
655030398,03/10/2023,09/03/2024,660266,joisted masonry,2001,1,5180,5108
527084603,18/05/2023,17/05/2024,380087,reinforced masonry - stucco cladding and braced gable roof with slope less than or equal to 30,2001,1,3180,5105
324939132,09/11/2023,10/09/2024,2300000,reinforced  masonry - metal cladding and braced gable roof with slope less than or equal to 30,1977,1,8322,5105
385378206,05/09/2023,08/05/2024,1152335,wood frame (2x4 inch wood),2004,1,10683,5050
613611986,05/02/2024,02/05/2025,874514,joisted masonry,2016,1,2952,5108
478845326,13/09/2023,12/09/2024,4106610,light metal steel,1930,3,10517,5201
871308694,04/05/2023,04/04/2024,1799311,masonry,2002,1,10972,5100
289978738,04/04/2023,03/04/2024,4142861,reinforced masonry - stucco cladding and flat roof,1993,1,60970,5105
973568337,04/09/2023,08/04/2024,1167672,reinforced masonry - stucco cladding and flat roof with parapets,2002,1,6688,5105
950989531,25/04/2023,24/04/2024,2780815,reinforced masonry with RBM walls,2012,1,15666,5105
271577512,10/04/2023,03/10/2024,695371,reinforced  masonry - stucco cladding and gable roof with slope greater than 30 degrees,1974,1,3750,5105
727174416,23/05/2023,22/05/2024,1533163,wood frame 2x4 w/ wood bracing,1989,3,2067,5050
28356541,01/01/2023,01/01/2024,4624332,wood frame - stucco cladding  & gable roof,1974,1,22269,5050
132970493,23/09/2023,22/09/2024,3431293,reinforced masonry - brick veneer cladding and flat roof without parapets,2012,1,6849,5105
240787931,29/10/2023,28/10/2024,1586437,masonry -joisted masonry,2006,1,9869,5108
998561157,27/12/2023,26/12/2024,2315271,light metal steel frame - lightweight roofing,2006,1,13604,5201
599638679,06/08/2023,07/06/2024,707954,reinforced masonry with RBM walls,2009,3,3885,5105
665096267,06/12/2023,11/06/2024,5699073,reinforced masonry wood frame rooof,1945,1,26701,5105
493887011,20/03/2023,19/03/2024,411959,reinforced masonry w/ reinforced brick masonry,2016,1,10023,5105
379959891,01/11/2023,11/01/2024,1339893,light metal steel frame - lightweight roofing,2012,1,12135,5201
892013629,07/04/2023,03/07/2024,2660845,light metal steel frame - lightweight metal roofing,2012,1,11974,5201
999606331,10/08/2023,07/10/2024,3446689,fire resistive concrete - stucco cladding and flat roof,2016,1,15347,5150
902656937,23/05/2023,22/05/2024,997091,reinforced masonry with RBM walls,2013,1,2811,5105
871734255,02/01/2023,01/02/2024,10507000,joisted masonry,1964,1,60705,5108
680205738,09/04/2023,03/09/2024,973001,joisted masonry,2020,1,6685,5108
893950070,11/06/2023,05/11/2024,4291656,reinforced masonry w/ reinforced brick masonry,2017,1,9333,5105
844472915,01/01/2024,31/12/2024,1219179,wood frame  & gable roof,1983,2,15383,5050
214241097,13/10/2023,12/10/2024,442500,wood frame (2x4 inch wood),2018,1,9117,5050
145431569,19/01/2024,18/01/2025,517855,joisted masonry,2012,3,2634,5108
234347883,15/12/2022,15/12/2023,2093369,masonry,2013,2,35038,5100
992237896,18/06/2023,17/06/2024,2849799,reinforced masonry - stucco cladding and flat roof without parapets,1995,2,6836,5105
439952824,29/05/2023,28/05/2024,753061,reinforced masonry - stucco cladding and flat roof with parapets,1997,1,6623,5105
402301847,09/12/2023,11/09/2024,1168438,light gauge steel frame,2018,1,9985,5201
897615471,04/03/2023,02/04/2024,655504,joisted masonry,1992,1,8950,5108
368037211,13/06/2023,12/06/2024,5521763,wood frame - metal cladding and braced gable roof with slope less than or equal to 30,1985,2,24285,5050
24428250,09/05/2023,04/09/2024,470570,light metal,2007,1,2230,5201
535966038,13/02/2023,13/02/2024,938257,joisted masonry,1972,1,9513,5108
132886319,04/09/2023,08/04/2024,1123196,steel frame - steel,1990,1,3768,5200
235046363,25/03/2023,24/03/2024,1959894,unknown,2017,1,25289,5000
321421697,22/11/2023,21/11/2024,3567847,reinforced  masonry - stucco cladding and flat roof,2014,1,51247,5105
17916458,05/09/2023,08/05/2024,1445113,reinforced masonry - stucco cladding and flat roof without parapets,2003,1,21311,5105
914181857,04/10/2023,09/04/2024,2268335,reinforced masonry - stucco cladding and flat roof with parapets,2008,2,6704,5105
460582467,14/11/2023,13/11/2024,1362709,light metal,1994,1,16995,5201
259805885,20/05/2023,19/05/2024,1216858,reinforced masonry w/ reinforced brick masonry,2010,1,3681,5105
267125197,29/02/2024,28/02/2025,1066598,joisted masonry,2000,5,14500,5108
744342398,01/02/2023,02/01/2024,1645095,reinforced masonry w/ reinforced brick masonry,1988,1,11746,5105
593557011,27/08/2023,26/08/2024,552692,reinforced masonry - stucco cladding and flat roof with parapets,2017,1,4241,5105
435109474,24/08/2023,23/08/2024,931476,wood frame -2x6,2003,1,11312,5050
85082775,11/12/2022,12/11/2023,3821026,fire resistive concrete - flat roof without parapets,2014,4,26393,5150
24259004,06/12/2023,11/06/2024,3323875,reinforced masonry - stucco cladding,2003,1,20400,5105
408237467,17/10/2023,16/10/2024,875523,wood frame 2x4 w/ wood bracing,2020,1,3563,5050
928983883,18/12/2022,18/12/2023,477624,unknown,2020,1,10202,5000
117706908,03/12/2023,11/03/2024,905907,joisted masnry,2019,1,6760,5108
134925590,30/08/2023,29/08/2024,1488075,light metal steel frame ,1980,1,10271,5201
918833442,01/01/2023,01/01/2024,2839173,reinforced masonry with RBM walls,2003,1,33648,5105
833426129,29/10/2023,28/10/2024,866939,light metal steel,2013,1,4991,5201
409049541,11/12/2023,11/11/2024,551790,reinforced masonry - brick veneer cladding and flat roof without parapets,1975,1,1599,5105
757206647,13/09/2023,12/09/2024,2076881,joisted masonry,1994,1,3680,5108
187002247,24/07/2023,23/07/2024,2769763,reinforced masonry - reinforced mas cladding and flat roof without parapets,2009,3,27208,5105
828211408,23/10/2023,22/10/2024,3895538,light metal asbestos siding,2012,1,16897,5201
480378116,08/08/2023,07/08/2024,1618988,light gauge steel frame,2015,2,12572,5201
446265194,11/07/2023,06/11/2024,1787299,light metal steel frame - lightweight metal roofing,2009,1,16905,5201
132236320,09/07/2023,06/09/2024,329528,wood frame 2x4 w/ wood bracing,2007,3,8471,5050
196699676,06/10/2023,09/06/2024,600318,fire resistive concrete - stucco cladding and flat roof w/o parapets,2014,1,4537,5150
34861654,01/06/2023,06/01/2024,1122887,wood frame 2x4 w/ wood bracing,2015,1,10163,5050
736515436,22/08/2023,21/08/2024,1276188,light metal,1995,1,4681,5201
545421208,16/09/2023,15/09/2024,1485797,light metal asbestos siding,2017,1,3924,5201
545461802,11/10/2023,09/11/2024,1416994,light metal steel frame - lightweight metal roofing,2016,1,6797,5201
267028672,21/10/2023,20/10/2024,1157190,light metal steel frame - lightweight roofing,1999,2,9165,5201
535827582,17/03/2023,16/03/2024,597445,masonry,2020,1,10119,5100
833488926,07/06/2023,05/07/2024,392526,steel frame - stucco cladding and flat roof,1986,2,3322,5200
252906016,07/05/2023,04/07/2024,384573,reinforced masonry - stucco cladding and flat roof with parapets,2005,1,1998,5105
341557016,01/10/2023,10/01/2024,458185,joisted masonry,2019,1,5852,5108
391934132,13/02/2023,13/02/2024,963417,light  metal steel frame - lightweight roofing,2020,2,6922,5201
535571993,11/07/2023,06/11/2024,949145,reinforced masonry,2013,1,9688,5105
560629963,10/10/2023,09/10/2024,769402,reinforced masonry and wood framed flat roof without parapets,1986,1,2297,5105
319904387,29/09/2023,28/09/2024,1460683,light gauge steel frame,2015,1,27284,5201
245142589,06/10/2023,09/06/2024,971073,reinforced masonry - stucco cladding and flat roof with parapets,1978,3,5225,5105
677831055,28/04/2023,27/04/2024,1348511,light gauge steel frame,1997,1,6919,5201
723893007,11/12/2022,12/11/2023,4000370,reinforced masonry - brick veneer cladding and flat roof without parapets,2019,1,20153,5105
775757871,02/04/2023,04/02/2024,1202592,reinforced masonry with RBM walls,2020,2,5074,5105
306488492,20/03/2023,19/03/2024,6506857,joisted masonry,1988,1,82169,5108
431338411,18/06/2023,17/06/2024,1135365,reinforced masonry,1967,1,12339,5105
964145408,27/02/2024,26/02/2025,2408294,light metal steel frame - asbestos roof,2012,1,24932,5201
553851428,09/06/2023,05/09/2024,2617003,fire resistive concrete / reinforced,2004,1,58331,5150
752571795,01/06/2023,06/01/2024,2907772,light gauge steel frame,2017,1,38872,5201
685231451,24/11/2023,23/11/2024,634475,reinforced masonry - metal cladding and braced gable roof with slope less than or equal to 30,2017,2,2787,5105
607888563,13/01/2024,12/01/2025,664343,reinforced masonry - stucco cladding and flat roof with parapets,2019,1,1622,5105
170038994,21/03/2023,20/03/2024,740504,reinforced masonry - stucco cladding and flat roof with parapets,1976,1,2742,5105
610026392,11/01/2023,31/10/2024,530332,reinforced masonry w/ reinforced brick masonry,2011,1,3447,5105
119545428,19/02/2023,19/02/2024,597380,reinforced masonry & flat roof,1996,1,3001,5105
881712792,24/01/2023,24/01/2024,2769260,unknown,2006,1,14126,5000
211138643,24/01/2023,24/01/2024,576997,unknown,1997,2,1323,5000
124124006,11/09/2023,08/11/2024,1884155,reinforced  masonry and wood frmed flt roof without parapets,2014,1,9553,5105
205447543,30/05/2023,29/05/2024,7906979,wood frame (2x4 inch wood),1983,1,41993,5050
861125760,20/10/2022,20/10/2023,8822741,light metal steel frame - lightweight metal roofing ,2020,1,38667,5201
666599972,16/11/2023,15/11/2024,3209126,light metal asbestos siding,2006,4,17564,5201
976996845,16/05/2023,15/05/2024,2260454,masonry,2011,1,5449,5100
703379953,14/12/2023,13/12/2024,1304935,steel and flat roof with parapets,2012,4,12804,5200
502922540,20/03/2023,19/03/2024,522882,wood frame 2x4 w/ wood bracing,1998,4,1840,5050
56307881,06/02/2023,01/06/2024,2289523,light metal steel frame - lightweight metal roofing ,2003,1,11060,5201
132016365,08/12/2023,11/08/2024,3206063,reinforced  masonry and wood frmed flt roof without parapets,1958,1,13018,5105
533792997,13/01/2023,13/01/2024,7600620,light metal steel frame - lightweight metal roofing ,1927,1,30182,5201
898230967,14/10/2023,13/10/2024,2642183,light metal steel frame ,2005,1,19645,5201
540618716,10/09/2023,08/10/2024,2347834,missing,1991,1,8826,5000
888134771,10/01/2023,30/09/2024,489007,wood frame - metal sheathin cladding and gable roof with slope less than or equal to 30 degrees,2008,2,3023,5050
597532712,24/03/2023,23/03/2024,699458,light  metal,2000,1,2309,5201
124377946,15/08/2023,14/08/2024,2136588,reinforced masonry w/ reinforced brick masonry,1954,2,13894,5105
90334814,23/08/2023,22/08/2024,2165492,reinforced  masonry - stucco cladding and gable roof with slope greater than 30 degrees,2018,3,7747,5105
938629806,26/08/2023,25/08/2024,956049,reinforced masonry wood frame rooof,2018,1,9538,5105
287840188,22/06/2023,21/06/2024,3061793,joisted masonry,1987,1,15907,5108
480095836,18/05/2023,17/05/2024,1183576,light metal steel,2016,2,28986,5201
180808323,11/01/2024,01/11/2025,1219283,light  metal steel frame - lightweight roofing,2017,1,8608,5201
810128752,07/12/2023,11/07/2024,780038,joisted masonry,1955,1,1964,5108
563892635,02/03/2023,03/02/2024,3434508,reinforced masonry w/ reinforced brick masonry,2017,1,25079,5105
910058826,13/08/2023,12/08/2024,3171331,reinforced masonry,2003,2,13961,5105
966409657,06/08/2023,07/06/2024,1755218,reinforced masonry - stucco cladding and flat roof without parapets,2013,1,6683,5105
158826464,02/10/2023,10/02/2024,2865996,wood frame and flat roof without parapets,2020,1,4878,5050
958721902,17/08/2023,16/08/2024,756722,light metal steel frame ,1985,1,4042,5201
462813743,24/06/2023,23/06/2024,1813942,reinforced masonry & flat roof,2013,1,11771,5105
998768154,13/10/2023,12/10/2024,1044994,joisted masonry,1953,1,17897,5108
812310230,11/12/2023,11/11/2024,1441527,wood frame 2x4 w/ wood bracing,2012,2,18426,5050
752253061,28/01/2023,28/01/2024,499144,joisted masonry,2011,1,3296,5108
237899728,21/03/2024,21/03/2025,630545,light gauge steel frame,1996,1,4269,5201
630684924,09/09/2023,08/09/2024,619177,masonry -joisted masonry,2014,1,3722,5108
253716709,03/07/2023,06/03/2024,342137,reinforced  masonry - metal cladding and braced gable roof with slope less than or equal to 30,2011,1,1876,5105
266283840,27/12/2022,27/12/2023,1602432,reinforced  masonry - stucco cladding and hip roof with slope less than or equal to 30 degrees,2018,1,4596,5105
795476737,19/07/2023,18/07/2024,2677107,light gauge steel frame,2007,1,10985,5201
803270169,27/09/2023,26/09/2024,1182957,reinforced masonry,2010,1,13075,5105
213256016,11/08/2023,07/11/2024,2672974,wood frame (2x4 inch wood),1990,1,6007,5050
364108235,10/03/2023,02/10/2024,1033819,steel frame - stucco cladding and flat roof with parapets,2017,1,3379,5200
147873282,27/10/2023,26/10/2024,2379958,reinforced masonry - stucco cladding & flat roof,2005,1,19516,5105
343758627,22/06/2023,21/06/2024,1151128,masonry,2007,2,25164,5100
390870487,21/11/2023,20/11/2024,2261973,joisted masnry,2006,2,9382,5108
552642910,29/10/2022,29/10/2023,2281009,light gauge steel frame,2000,1,25103,5201
369557004,10/04/2023,03/10/2024,989630,wood frame (2x4 inch wood),2012,1,3539,5050
64846866,17/05/2023,16/05/2024,4308173,light  gauge steel frame,1987,1,28680,5201
10253319,27/05/2023,26/05/2024,2565023,light metal steel frame -corrugated roofing,2013,1,38257,5201
939305849,26/01/2023,26/01/2024,3668436,wood  frame - brick veneer cladding  & hip roof,2017,1,30055,5050
237706619,17/06/2023,16/06/2024,2428007,reinforced masonry and wood framed flat roof without parapets,2018,1,34422,5105
653454984,22/10/2023,21/10/2024,2021565,unknown,2006,1,23018,5000
276203635,02/10/2023,10/02/2024,2937468,light gauge steel frame,2012,1,40592,5201
810958637,07/07/2023,06/07/2024,1452004,light metal steel frame - lightweight metal roofing,1991,1,12095,5201
173467151,27/06/2023,26/06/2024,1007081,wood  frame - brick veneer cladding and flat roof without parapets,2008,1,13482,5050
451881138,14/03/2023,13/03/2024,1112151,reinforced masonry - stucco cladding and flat roof with parapets,2005,2,13390,5105
560896916,23/08/2023,22/08/2024,1193057,unknown,2006,2,5603,5000
976944180,13/07/2023,12/07/2024,1214153,reinforced masonry w/ reinforced brick masonry,2011,1,11899,5105
137246598,25/07/2023,24/07/2024,442291,reinforced masonry w/ reinforced brick masonry,1993,1,2155,5105
584384651,01/07/2023,07/01/2024,1051947,light metal,2019,1,4487,5201
89962957,14/10/2023,13/10/2024,2036739,reinforced masonry wood frame rooof,2010,1,31865,5105
601181230,01/12/2023,12/01/2024,2115306,joisted masonry,1992,1,34182,5108
816965078,06/01/2024,01/06/2025,2441541,reinforced masonry with RBM walls,1985,1,26735,5105
560699044,22/01/2024,21/01/2025,900660,wood frame - brick cladding and hip roof with slope less than or equal to 30 degrees,2015,1,4769,5050
54993465,25/11/2022,25/11/2023,3021920,joisted masonry,1993,1,52659,5108
502084354,20/12/2023,19/12/2024,3371088,reinforced masonry with RBM walls,2012,1,37408,5105
723345770,22/05/2023,21/05/2024,2155496,joisted masnry,2013,1,24828,5108
51642158,09/01/2023,31/08/2024,2216363,reinforced masonry - stucco cladding and flat roof,2003,1,30288,5105
694988290,06/12/2023,11/06/2024,1163051,light metal w/ corrugated roofing,1990,1,3036,5201
966046976,24/05/2023,23/05/2024,3809758,light gauge steel frame,1982,2,16347,5201
549192854,24/12/2023,23/12/2024,1240137,reinforced masonry - brick veneer cladding and flat roof without parapets,2005,1,13563,5105
101356244,21/02/2023,21/02/2024,876107,reinforced masonry - stucco cladding and flat roof without parapets,1961,1,3974,5105
572903957,17/11/2023,16/11/2024,2751614,joisted masonry,2013,2,14158,5108
489976710,06/08/2023,07/06/2024,1746049,light metal,2017,1,17695,5201
823191479,07/09/2023,08/07/2024,1613987,light gauge steel frame,2019,1,24320,5201
392642392,16/05/2023,15/05/2024,1456725,wood frame - stucco cladding and flat roof with parapets,1970,1,8766,5050
896941160,19/09/2023,18/09/2024,426876,joisted masonry,1963,1,1988,5108
97808888,07/01/2023,30/06/2024,819403,wood frame (2x4 inch wood),1978,1,22714,5050
178850495,25/12/2023,24/12/2024,1266427,light gauge steel frame,2011,1,11763,5201
964726407,11/08/2023,07/11/2024,510049,light metal steel frame -corrugated roofing,2019,1,3388,5201
251212700,23/10/2023,22/10/2024,2083866,joisted masonry,1979,1,19334,5108
8143815,23/11/2023,22/11/2024,1678282,wood frame 2x4 w/ wood bracing,1981,3,4928,5050
32849583,02/08/2023,08/02/2024,1438842,light metal,2018,1,4797,5201
381274234,24/05/2023,23/05/2024,885453,joisted masonry,1980,1,6768,5108
933532755,08/02/2024,02/08/2025,2772007,unknown,2020,2,11967,5000
951008441,29/02/2024,28/02/2025,1521748,reinforced masonry with RBM walls,2005,2,12461,5105
110715926,09/08/2023,07/09/2024,2137729,wood frame - brick veneer cladding and hip roof with slope less than or equal to 30 degrees,2019,2,23549,5050
333062235,20/04/2023,19/04/2024,486047,light gauge steel frame,1995,1,6224,5201
288140139,30/11/2022,30/11/2023,1113565,light metal steel frame - lightweight metal roofing ,2008,1,13510,5201
42675185,19/05/2023,18/05/2024,1235232,joisted masonry,1983,1,3485,5108
6239526,20/11/2022,20/11/2023,369930,joisted masonry,2015,1,1989,5108
925042965,23/09/2023,22/09/2024,3516463,reinforced  masonry - stucco cladding and gable roof with slope greater than 30 degrees,2013,1,23069,5105
141749993,15/03/2023,14/03/2024,387533,masonry,2017,1,3478,5100
959660595,19/01/2023,19/01/2024,913366,wood  frame - vinyl cladding and gable roof with slope greater than 30 degrees,2013,1,12946,5050
642349119,07/07/2023,06/07/2024,1287744,light gauge steel frame,2003,1,5118,5201
657735556,22/01/2023,22/01/2024,1074606,light metal steel frame -corrugated rofing,1995,1,5648,5201
783784077,03/07/2023,06/03/2024,681772,light gauge steel frame,1983,1,10651,5201
880717044,31/07/2023,30/07/2024,1995208,steel frame - steel,2004,1,3660,5200
666076916,06/04/2023,03/06/2024,429308,unknown,2014,1,2629,5000
976925620,14/07/2023,13/07/2024,2796331,wood  frame - metal sheathin cladding and flat roof without parapets,2004,2,36841,5050
125300115,20/05/2023,19/05/2024,1331776,light gauge steel frame,2015,1,9870,5201
748169758,23/06/2023,22/06/2024,2623234,masonry,2013,2,27013,5100
795363965,28/06/2023,27/06/2024,916505,wood  frame - metal sheathin cladding and flat roof without parapets,1973,1,3898,5050
427006458,31/05/2023,30/05/2024,2432717,masonry,1979,1,18633,5100
454761297,10/07/2023,06/10/2024,556463,reinforced masonry,2016,1,4192,5105
137054175,08/07/2023,06/08/2024,1073376,reinforced masonry with RBM walls,2006,1,9160,5105
902811471,20/01/2023,20/01/2024,2358060,wood  frame - wood frame cladding  & gable roof,1994,2,23705,5050
661142738,28/10/2022,28/10/2023,538151,reinforced masonry,2004,1,4964,5105
791028070,05/06/2023,05/05/2024,2968381,light  metal w/ corrugated roofing,2018,1,11203,5201
425323358,27/02/2023,27/02/2024,1144816,reinforced masonry with RBM walls,2010,1,5563,5105
312181614,01/10/2023,10/01/2024,431609,wood  frame  & flat roof without parapets,2017,1,4747,5050
931893860,21/09/2023,20/09/2024,798556,reinforced  masonry - metal cladding and braced gable roof with slope less than or equal to 30,2007,1,6486,5105
797827435,23/05/2023,22/05/2024,1301786,reinforced concrete,1996,1,14527,5150
692525138,06/11/2023,10/06/2024,1814439,light metal,2019,1,23485,5201
173116442,14/01/2024,13/01/2025,1485234,wood frame - vinyl cladding and gable roof with slope greater than 30 degrees,2011,1,13332,5050
889101348,11/07/2023,06/11/2024,1121733,wood frame - brick veneer cladding and gable roof with slope less than or equal to 30 degrees,1998,2,4293,5050
48001491,12/02/2023,01/12/2024,1995378,light gauge steel frame,1975,1,36435,5201
343111844,07/04/2023,03/07/2024,543095,reinforced masonry - stucco cladding and flat roof without parapets,1995,1,7743,5105
758418798,18/05/2023,17/05/2024,499316,light metal steel,1992,2,9656,5201
589639114,22/06/2023,21/06/2024,1277879,wood  frame - brick veneer cladding and gable roof with slope less than or equal to 30 degrees,1997,2,3892,5050
186102760,12/03/2023,02/12/2024,592989,reinforced masonry,2019,2,3496,5105
314908958,17/08/2023,16/08/2024,4578679,masonry,1992,1,37430,5100
828875811,05/10/2023,09/05/2024,1809911,reinforced masonry - stucco cladding and flat roof without parapets,2017,1,13190,5105
135018451,19/08/2023,18/08/2024,4726919,joisted masnry,1994,1,44786,5108
559539350,19/09/2023,18/09/2024,3865253,reinforced masonry,2019,1,24832,5105
516530583,21/03/2024,21/03/2025,917061,light gauge steel frame,2012,1,1448,5201
211016755,05/12/2022,12/05/2023,749558,light metal steel frame - lightweight metal roofing,1990,1,11309,5201
